study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale,number
twinlife,wid5_F2F3_module11,pas0100f,4,Your father gives you advice regarding your personal problems.,"[IF age >= 16] Ihr Vater unterstuetzt Sie, wenn Sie ein Problem haben. [IF age < 16] Dein Vater unterstuetzt dich, wenn Du ein Problem hast.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,73
twinlife,wid5_F2F3_module11,pas0100f,5,Your father punishes you when you do something against his will.,"[IF age >= 16] Ihr Vater bestraft Sie, wenn Sie etwas gegen seinen Willen tun. [IF age < 16] Dein Vater bestraft dich, wenn Du etwas gegen seinen Willen tust.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,74
twinlife,wid5_F2F3_module11,pas0100f,6,Your father is disappointed and sad when you have misbehaved.,"[IF age >= 16] Ihr Vater ist enttaeuscht und traurig, wenn Sie sich schlecht benommen haben. [IF age < 16] Dein Vater ist enttaeuscht und traurig, wenn Du Dich schlecht benommen hast.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,75
twinlife,wid5_F2F3_module11,pas0100f,7,Your father makes it clear to you that you should not resist his orders.,"[IF age >= 16] Ihr Vater gibt Ihnen zu verstehen, dass Sie sich seinen Anordnungen nicht widersetzen sollen. [IF age < 16] Dein Vater gibt Dir zu verstehen, dass Du Dich seinen Anordnungen nicht widersetzen sollst.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,76
twinlife,wid5_F2F3_module11,pas0100f,8,Your father yells at you when you have done something wrong.,"[IF age >= 16] Ihr Vater schreit Sie an, wenn Sie etwas falsch gemacht haben. [IF age < 16] Dein Vater schreit Dich an, wenn Du etwas falsch gemacht hast.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,77
twinlife,wid5_F2F3_module11,pas0100f,9,Your father scolds you when he is angry with you.,"[IF age >= 16] Ihr Vater beschimpft Sie, wenn er wuetend auf Sie ist. [IF age < 16]Dein Vater beschimpft dich, wenn er wuetend auf Dich ist.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,78
twinlife,wid5_F2F3_module11,pas0100f,10,"When you make new friends, your father talks to you about them.","[IF age >= 16] Wenn Sie neue Freunde haben, unterhaelt sich Ihr Vater mit Ihnen ueber diese Freunde. [IF age < 16] Wenn Du neue Freunde hast, unterhaelt sich Dein Vater mit Dir ueber diese Freunde.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,79
twinlife,wid5_F2F3_module11,pas0100f,11,"When you make new friends, your father gets to know them soon thereafter.","[IF age >= 16] Wenn Sie neue Freunde haben, lernt Ihr Vater diese auch bald kennen. [IF age < 16] Wenn Du neue Freunde hast, lernt Dein Vater diese auch bald kennen.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,80
twinlife,wid5_F2F3_module11,pas0100f,12,Your father threatens you with a punishment but does not actually follow through.,"[IF age >= 16] Dein Vater droht Dir eine Strafe an, straft Dich dann aber doch nicht. [IF age < 16] Ihr Vater droht Ihnen eine Strafe an, straft Sie dann aber doch nicht.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,81
twinlife,wid5_F2F3_module11,pas0100f,13,"Your father finds it difficult to be consistent in his parenting (e.g., to enforce agreed-upon rules or prohibitions).","[IF age >= 16] Ihrem Vater faellt es schwer, in seiner Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). [IF age < 16] Deinem Vater faellt es schwer, in seiner Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten).",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,82
twinlife,wid5_F2F3_module11,pas0100g,0,How often do the following things typically happen between you and [name partner of mother]?,[IF age >= 16] [ITEMBAT] Nun moechte ich Ihnen noch ein paar Fragen zu <NAME PARTNER/IN DER MUTTER> stellen. [ITEMBAT] [NCS] Wie haeufig kommen folgende Dinge typischerweise zwischen Ihnen und <NAME PARTNER/IN DER MUTTER> vor? [IF age < 16] [ITEMBAT] Nun moechte ich Dir noch ein paar Fragen zu <NAME PARTNER/IN DER MUTTER> stellen. [ITEMBAT] [NCS] Wie haeufig kommen folgende Dinge typischerweise zwischen Dir und <NAME PARTNER/IN DER MUTTER> vor?,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","(inlist(ptyp,1,2,200) & flg==1) & (age0110>=8 & age0110<=16)",,pas0100g,txt,83
twinlife,wid5_F2F3_module11,pas0100g,1,[IF Sex of partner of the mother = 1] <NAME OF THE MOTHER'S PARTNER> shows you that he likes you. [IF Sex of partner of the mother = 2] <NAME OF THE MOTHER'S PARTNER> shows you that she likes you. [IF Sex of partner of the mother = 3] <NAME OF THE MOTHER'S PARTNER> shows you that <NAME OF THE MOTHER'S PARTNER> likes you.,"[IF age >= 16 und Geschlecht des/der Partner/in der Mutter = 1] <NAME PARTNER/IN DER MUTTER> zeigt Ihnen, dass er Sie gerne hat. [IF age >= 16 und Geschlecht des/der Partner/in der Mutter =  2] <NAME PARTNER/IN DER MUTTER> zeigt Ihnen, dass sie Sie gerne hat. [IF age < 16 und Geschlecht des/der Partner/in der Mutter = 1] <NAME PARTNER/IN DER MUTTER> zeigt Dir, dass er Dich gerne hat. [IF age < 16 und Geschlecht des/der Partner/in der Mutter = 2] <NAME PARTNER/IN DER MUTTER> zeigt Dir, dass sie Dich gerne hat.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100g,cat,84
twinlife,wid5_F2F3_module11,pas0100g,2,<NAME OF THE MOTHER'S PARTNER> praises you.,[IF age >= 16] <NAME PARTNER/IN DER MUTTER> lobt Sie. [IF age < 16] <NAME PARTNER/IN DER MUTTER> lobt dich.,fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100g,cat,85
twinlife,wid5_F2F3_module11,pas0100g,3,<NAME OF THE MOTHER'S PARTNER> cheers you up when you are sad.,"[IF age >= 16] <NAME PARTNER/IN DER MUTTER> troestet Sie, wenn Sie traurig sind. [IF age < 16] <NAME PARTNER/IN DER MUTTER> troestet dich, wenn Du traurig bist.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100g,cat,86
twinlife,wid5_F2F3_module11,pas0100g,4,<NAME OF THE MOTHER'S PARTNER> gives you advice regarding your personal problems.,"[IF age >= 16] <NAME PARTNER/IN DER MUTTER> unterstuetzt Sie, wenn Sie ein Problem haben. [IF age < 16] <NAME PARTNER/IN DER MUTTER> unterstuetzt dich, wenn Du ein Problem hast.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100g,cat,87
twinlife,wid5_F2F3_module11,pas0100g,5,[IF Sex of partner of the mother = 1] <NAME OF THE MOTHER'S PARTNER> punishes you when you do something against his will. [IF Sex of partner of the mother = 2] <NAME OF THE MOTHER'S PARTNER> punishes you when you do something against her will. [IF Sex of partner of the mother = 3] <NAME OF THE MOTHER'S PARTNER> punishes you when you do something against <NAME OF THE MOTHER'S PARTNER>'s will.,"[IF age >= 16] <NAME PARTNER/IN DER MUTTER> bestraft Sie, wenn Sie etwas gegen seinen Willen tun. [IF age < 16] <NAME PARTNER/IN DER MUTTER> bestraft dich, wenn Du etwas gegen seinen Willen tust.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100g,cat,88
twinlife,wid5_F2F3_module11,pas0100g,6,<NAME OF THE MOTHER'S PARTNER> is disappointed and sad when you have misbehaved.,"[IF age >= 16] <NAME PARTNER/IN DER MUTTER> ist enttaeuscht und traurig, wenn Sie sich schlecht benommen haben. [IF age < 16] <NAME PARTNER/IN DER MUTTER> ist enttaeuscht und traurig, wenn Du Dich schlecht benommen hast.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100g,cat,89
twinlife,wid5_F2F3_module11,pas0100g,7,[IF Sex of partner of the mother = 1] <NAME OF THE MOTHER'S PARTNER> makes it clear to you that you should not resist his orders. [IF Sex of partner of the mother = 2] <NAME OF THE MOTHER'S PARTNER> makes it clear to you that you should not resist her orders. [IF Sex of partner of the mother = 3] <NAME OF THE MOTHER'S PARTNER> makes it clear to you that you should not resist  <NAME OF THE MOTHER'S PARTNER>s  orders.,"[IF age >= 16 und Geschlecht des/der Partner/in der Mutter = 1] <NAME PARTNER/IN DER MUTTER> gibt Ihnen zu verstehen, dass Sie sich seinen Anordnungen nicht widersetzen sollen. [IF age >= 16 und Geschlecht des/der Partner/in der Mutter = 2] <NAME PARTNER/IN DER MUTTER> gibt Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollen. [IF age < 16 und Geschlecht des/der Partner/in der Mutter = 1] <NAME PARTNER/IN DER MUTTER> gibt Dir zu verstehen, dass Du Dich seinen Anordnungen nicht widersetzen sollst. [IF age < 16 und Geschlecht des/der Partner/in der Mutter = 2] <NAME PARTNER/IN DER MUTTER> gibt Dir zu verstehen, dass Du Dich ihren Anordnungen nicht widersetzen sollst.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100g,cat,90
